ProductID;L=3;V_3;E_3;L=4;V_4;E_4;
170;L=3;504;744;L=4;744;1104;
171;L=3;428;659;L=4;659;1018;
172;L=3;512;754;L=4;754;1114;
173;L=3;536;783;L=4;783;1143;
174;L=3;540;788;L=4;788;1148;
175;L=3;544;793;L=4;793;1153;
176;L=3;413;617;L=4;617;921;
177;L=3;516;758;L=4;758;1118;
178;L=3;428;659;L=4;659;1018;
179;L=3;556;809;L=4;809;1169;
180;L=3;492;729;L=4;729;1089;
181;L=3;417;621;L=4;621;925;
