ProductID;L=3;V_3;E_3;L=4;V_4;E_4;
2465;L=3;37;52;L=4;52;76;
2466;L=3;42;68;L=4;68;115;
2467;L=3;46;73;L=4;73;121;
2468;L=3;51;89;L=4;89;160;
2469;L=3;37;52;L=4;52;76;
2470;L=3;42;68;L=4;68;115;
2471;L=3;46;73;L=4;73;121;
2472;L=3;55;94;L=4;94;166;
2473;L=3;58;100;L=4;100;175;
2474;L=3;44;63;L=4;63;91;
2475;L=3;49;79;L=4;79;130;
2476;L=3;53;84;L=4;84;136;
2477;L=3;62;105;L=4;105;181;
2478;L=3;61;107;L=4;107;192;
2479;L=3;65;112;L=4;112;198;
2480;L=3;67;117;L=4;117;206;
2481;L=3;33;47;L=4;47;70;
2482;L=3;37;52;L=4;52;76;
2483;L=3;42;68;L=4;68;115;
2484;L=3;46;73;L=4;73;121;
2485;L=3;51;89;L=4;89;160;
2486;L=3;55;94;L=4;94;166;
2487;L=3;58;100;L=4;100;175;
2488;L=3;40;58;L=4;58;85;
2489;L=3;44;63;L=4;63;91;
2490;L=3;49;79;L=4;79;130;
2491;L=3;53;84;L=4;84;136;
2492;L=3;62;105;L=4;105;181;
2493;L=3;61;107;L=4;107;192;
2494;L=3;65;112;L=4;112;198;
2495;L=3;60;105;L=4;105;183;
2496;L=3;26;31;L=4;31;33;
2497;L=3;30;36;L=4;36;39;
2498;L=3;35;52;L=4;52;78;
2499;L=3;39;57;L=4;57;84;
2500;L=3;44;73;L=4;73;123;
2501;L=3;48;78;L=4;78;129;
2502;L=3;53;94;L=4;94;168;
2503;L=3;35;52;L=4;52;78;
2504;L=3;39;57;L=4;57;84;
2505;L=3;44;73;L=4;73;123;
2506;L=3;48;78;L=4;78;129;
2507;L=3;57;99;L=4;99;174;
2508;L=3;64;110;L=4;110;189;
2509;L=3;42;63;L=4;63;93;
2510;L=3;46;68;L=4;68;99;
2511;L=3;51;84;L=4;84;138;
2512;L=3;55;89;L=4;89;144;
2513;L=3;69;119;L=4;119;208;
2514;L=3;24;26;L=4;26;26;
2515;L=3;29;42;L=4;42;65;
2516;L=3;33;47;L=4;47;71;
2517;L=3;38;63;L=4;63;110;
2518;L=3;42;68;L=4;68;116;
2519;L=3;47;84;L=4;84;155;
2520;L=3;33;47;L=4;47;71;
2521;L=3;38;63;L=4;63;110;
2522;L=3;42;68;L=4;68;116;
2523;L=3;51;89;L=4;89;161;
2524;L=3;54;95;L=4;95;170;
2525;L=3;40;58;L=4;58;86;
2526;L=3;45;74;L=4;74;125;
2527;L=3;49;79;L=4;79;131;
2528;L=3;58;100;L=4;100;176;
2529;L=3;57;102;L=4;102;187;
2530;L=3;61;107;L=4;107;193;
2531;L=3;59;107;L=4;107;195;
2532;L=3;29;42;L=4;42;65;
2533;L=3;33;47;L=4;47;71;
2534;L=3;38;63;L=4;63;110;
2535;L=3;42;68;L=4;68;116;
2536;L=3;47;84;L=4;84;155;
2537;L=3;51;89;L=4;89;161;
2538;L=3;54;95;L=4;95;170;
2539;L=3;36;53;L=4;53;80;
2540;L=3;40;58;L=4;58;86;
2541;L=3;45;74;L=4;74;125;
2542;L=3;49;79;L=4;79;131;
2543;L=3;58;100;L=4;100;176;
2544;L=3;57;102;L=4;102;187;
2545;L=3;61;107;L=4;107;193;
2546;L=3;63;112;L=4;112;201;
2547;L=3;17;18;L=4;18;17;
2548;L=3;22;26;L=4;26;28;
2549;L=3;26;31;L=4;31;34;
2550;L=3;35;52;L=4;52;79;
2551;L=3;31;47;L=4;47;73;
2552;L=3;40;68;L=4;68;118;
2553;L=3;44;73;L=4;73;124;
2554;L=3;49;89;L=4;89;163;
2555;L=3;31;47;L=4;47;73;
2556;L=3;35;52;L=4;52;79;
2557;L=3;40;68;L=4;68;118;
2558;L=3;44;73;L=4;73;124;
2559;L=3;53;94;L=4;94;169;
2560;L=3;56;100;L=4;100;178;
2561;L=3;38;58;L=4;58;88;
2562;L=3;42;63;L=4;63;94;
2563;L=3;47;79;L=4;79;133;
2564;L=3;51;84;L=4;84;139;
2565;L=3;60;105;L=4;105;184;
2566;L=3;64;113;L=4;113;201;
2567;L=3;29;32;L=4;32;32;
2568;L=3;34;48;L=4;48;71;
2569;L=3;38;53;L=4;53;77;
2570;L=3;43;69;L=4;69;116;
2571;L=3;47;74;L=4;74;122;
2572;L=3;52;90;L=4;90;161;
2573;L=3;38;53;L=4;53;77;
2574;L=3;43;69;L=4;69;116;
2575;L=3;47;74;L=4;74;122;
2576;L=3;56;95;L=4;95;167;
2577;L=3;59;101;L=4;101;176;
2578;L=3;45;64;L=4;64;92;
2579;L=3;50;80;L=4;80;131;
2580;L=3;54;85;L=4;85;137;
2581;L=3;63;106;L=4;106;182;
2582;L=3;62;108;L=4;108;193;
2583;L=3;66;113;L=4;113;199;
2584;L=3;68;118;L=4;118;207;
2585;L=3;34;48;L=4;48;71;
2586;L=3;38;53;L=4;53;77;
2587;L=3;43;69;L=4;69;116;
2588;L=3;47;74;L=4;74;122;
2589;L=3;52;90;L=4;90;161;
2590;L=3;56;95;L=4;95;167;
2591;L=3;59;101;L=4;101;176;
2592;L=3;41;59;L=4;59;86;
2593;L=3;45;64;L=4;64;92;
2594;L=3;50;80;L=4;80;131;
2595;L=3;54;85;L=4;85;137;
2596;L=3;63;106;L=4;106;182;
2597;L=3;62;108;L=4;108;193;
2598;L=3;66;113;L=4;113;199;
2599;L=3;61;106;L=4;106;184;
2600;L=3;27;32;L=4;32;34;
2601;L=3;31;37;L=4;37;40;
2602;L=3;36;53;L=4;53;79;
2603;L=3;40;58;L=4;58;85;
2604;L=3;45;74;L=4;74;124;
2605;L=3;49;79;L=4;79;130;
2606;L=3;54;95;L=4;95;169;
2607;L=3;36;53;L=4;53;79;
2608;L=3;40;58;L=4;58;85;
2609;L=3;45;74;L=4;74;124;
2610;L=3;49;79;L=4;79;130;
2611;L=3;58;100;L=4;100;175;
2612;L=3;65;111;L=4;111;190;
2613;L=3;43;64;L=4;64;94;
2614;L=3;47;69;L=4;69;100;
2615;L=3;52;85;L=4;85;139;
2616;L=3;56;90;L=4;90;145;
2617;L=3;63;109;L=4;109;194;
2618;L=3;30;33;L=4;33;33;
2619;L=3;35;49;L=4;49;72;
2620;L=3;39;54;L=4;54;78;
2621;L=3;44;70;L=4;70;117;
2622;L=3;48;75;L=4;75;123;
2623;L=3;53;91;L=4;91;162;
2624;L=3;39;54;L=4;54;78;
2625;L=3;44;70;L=4;70;117;
2626;L=3;48;75;L=4;75;123;
2627;L=3;57;96;L=4;96;168;
2628;L=3;60;102;L=4;102;177;
2629;L=3;46;65;L=4;65;93;
2630;L=3;51;81;L=4;81;132;
2631;L=3;55;86;L=4;86;138;
2632;L=3;64;107;L=4;107;183;
2633;L=3;67;114;L=4;114;200;
2634;L=3;63;109;L=4;109;194;
2635;L=3;35;49;L=4;49;72;
2636;L=3;39;54;L=4;54;78;
2637;L=3;44;70;L=4;70;117;
2638;L=3;48;75;L=4;75;123;
2639;L=3;53;91;L=4;91;162;
2640;L=3;57;96;L=4;96;168;
2641;L=3;60;102;L=4;102;177;
2642;L=3;42;60;L=4;60;87;
2643;L=3;46;65;L=4;65;93;
2644;L=3;51;81;L=4;81;132;
2645;L=3;55;86;L=4;86;138;
2646;L=3;64;107;L=4;107;183;
2647;L=3;67;114;L=4;114;200;
2648;L=3;62;107;L=4;107;185;
2649;L=3;28;33;L=4;33;35;
2650;L=3;32;38;L=4;38;41;
2651;L=3;37;54;L=4;54;80;
2652;L=3;41;59;L=4;59;86;
2653;L=3;46;75;L=4;75;125;
2654;L=3;50;80;L=4;80;131;
2655;L=3;55;96;L=4;96;170;
2656;L=3;37;54;L=4;54;80;
2657;L=3;41;59;L=4;59;86;
2658;L=3;46;75;L=4;75;125;
2659;L=3;50;80;L=4;80;131;
2660;L=3;59;101;L=4;101;176;
2661;L=3;66;112;L=4;112;191;
2662;L=3;44;65;L=4;65;95;
2663;L=3;48;70;L=4;70;101;
2664;L=3;57;91;L=4;91;146;
